Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0.31.51.51-3.0.3.1-0-0-0,0.31.51.51,0,3.0.3.1,0,0,7/9/2018 17:32,119377381,239,1,0,0,0,0,0,0,0,0,0,0,0,2.01043,499486.9498,370308.5075,945561,54818,1.19E+08,501017.0546,370331.0395,945561,54818,0,0,0,0,0,0,0,0,0,0,0,2.00205,0.00838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.27.31-239.255.255.250-50994-1900-17,192.168.27.31,50994,239.255.255.250,1900,17,7/9/2018 17:32,117545124,35,1,3395,97,97,97,97,0,97,97,97,0,29.70774,0.30627,3358432.114,489131.3637,4026993,3008555,1.14E+08,3338799,482285.7909,4026993,3008555,0,0,0,0,0,0,0,0,0,280,8,0.29776,0.00851,97,97,97,0,0,0,0,0,0,0,0,0,0,0,99.69444,97,97,0,0,0,0,0,0,35,3395,1,97,-1,-1,35,0,0,0,0,0,0,0,0,0,No Label
192.168.10.20-66.97.30.141-63081-443-17,66.97.30.141,443,192.168.10.20,63081,17,7/9/2018 17:32,117501776,32711,4164,4.39E+07,143046,1350,22,1341.40463,83.17062,1350,29,34.35303,55.02609,374647.3841,313.82504,3186.57526,122968.7957,5851523,0,1.18E+08,3592.19957,130716.3219,5857380,0,1.18E+08,28225.26447,365100.3932,5851523,9,0,0,0,0,261688,33312,278.38728,35.43776,22,1350,1193.81394,421.43619,177608.4584,0,0,0,0,0,0,0,0,0,1193.84632,1341.40463,34.35303,0,0,0,0,0,0,32711,43878687,4164,143046,-1,-1,32711,0,4197348.917,4204485.766,1.54E+07,143289,5583852.917,225926.1374,5851523,5049361,No Label
192.168.255.255-192.168.20.21-137-137-17,192.168.20.21,137,192.168.255.255,137,17,7/9/2018 17:32,105099753,32,1,1600,50,50,50,50,0,50,50,50,0,15.69937,0.31399,3284367.281,5159683.999,2.28E+07,749206,1.04E+08,3366140.065,5223853.03,2.28E+07,749206,0,0,0,0,0,0,0,0,0,256,8,0.30447,0.00951,50,50,50,0,0,0,0,0,0,0,0,0,0,0,51.51515,50,50,0,0,0,0,0,0,32,1600,1,50,-1,-1,32,0,1.06E+07,1.17E+07,2.59E+07,1499689,1.53E+07,5797177.55,2.28E+07,1.07E+07,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,7/9/2018 17:32,119823864,30,1,0,0,0,0,0,0,0,0,0,0,0,0.25871,3994128.8,4594367.767,1.70E+07,1,1.19E+08,4120092.69,4622669.436,1.70E+07,1,0,0,0,0,0,0,0,0,0,0,0,0.25037,0.00835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,-1,-1,0,0,5129180.2,3646207.316,8935840,13847,9006649.8,4356706.942,1.70E+07,5096964,No Label
192.168.11.28-255.255.255.255-17500-17500-17,192.168.11.28,17500,255.255.255.255,17500,17,7/9/2018 17:32,90357446,3,1,834,278,278,278,278,0,278,278,278,0,12.30668,0.04427,3.01E+07,27684.87712,3.01E+07,3.01E+07,6.03E+07,3.01E+07,9410.17704,3.01E+07,3.01E+07,0,0,0,0,0,0,0,0,0,24,8,0.0332,0.01107,278,278,278,0,0,0,0,0,0,0,0,0,0,0,347.5,278,278,0,0,0,0,0,0,3,834,1,278,-1,-1,3,0,0,0,0,0,3.01E+07,27684.87712,3.01E+07,3.01E+07,No Label
192.168.255.255-192.168.11.28-17500-17500-17,192.168.11.28,17500,192.168.255.255,17500,17,7/9/2018 17:32,90358400,3,1,834,278,278,278,278,0,278,278,278,0,12.30655,0.04427,3.01E+07,27140.31006,3.01E+07,3.01E+07,6.03E+07,3.01E+07,9428.56182,3.01E+07,3.01E+07,0,0,0,0,0,0,0,0,0,24,8,0.0332,0.01107,278,278,278,0,0,0,0,0,0,0,0,0,0,0,347.5,278,278,0,0,0,0,0,0,3,834,1,278,-1,-1,3,0,0,0,0,0,3.01E+07,27140.31006,3.01E+07,3.01E+07,No Label
192.168.39.21-255.255.255.255-17500-17500-17,192.168.39.21,17500,255.255.255.255,17500,17,7/9/2018 17:32,98407518,31,1,4686,146,156,146,151.16129,5.08001,146,146,146,0,49.10194,0.32518,3174436.065,6872476.02,2.22E+07,0,9.84E+07,3280039.7,6964333.57,2.22E+07,0,0,0,0,0,0,0,0,0,0,248,8,0.31502,0.01016,146,156,150.84848,5.07519,25.75758,0,0,0,0,0,0,0,0,0,155.5625,151.16129,146,0,0,0,0,0,0,31,4686,1,146,-1,-1,31,0,6209.14286,673.41306,6697,4730,1.41E+07,7607991.759,2.22E+07,7934237,No Label
192.168.255.255-192.168.39.21-17500-17500-17,192.168.39.21,17500,192.168.255.255,17500,17,7/9/2018 17:32,98400760,7,1,1062,146,156,146,151.71429,5.34522,146,146,146,0,12.27633,0.0813,1.41E+07,7607641.851,2.22E+07,7941002,9.04E+07,1.51E+07,7800863.878,2.22E+07,7941002,0,0,0,0,0,0,0,0,0,56,8,0.07114,0.01016,146,156,150.44444,5.27046,27.77778,0,0,0,0,0,0,0,0,0,169.25,151.71429,146,0,0,0,0,0,0,7,1062,1,146,-1,-1,7,0,0,0,0,0,1.41E+07,7607641.851,2.22E+07,7941002,No Label
192.168.255.255-192.168.22.10-1534-1534-17,192.168.22.10,1534,192.168.255.255,1534,17,7/9/2018 17:32,105004907,7,1,56,8,8,8,8,0,8,8,8,0,0.6095,0.07619,1.50E+07,190.54396,1.50E+07,1.50E+07,9.00E+07,1.50E+07,208.38082,1.50E+07,1.50E+07,0,0,0,0,0,0,0,0,0,56,8,0.06666,0.00952,8,8,8,0,0,0,0,0,0,0,0,0,0,0,9,8,8,0,0,0,0,0,0,7,56,1,8,-1,-1,7,0,0,0,0,0,1.50E+07,190.54396,1.50E+07,1.50E+07,No Label
192.168.255.255-192.168.9.22-17500-17500-17,192.168.9.22,17500,192.168.255.255,17500,17,7/9/2018 17:32,91410617,3,1,726,242,242,242,242,0,242,242,242,0,10.58958,0.04376,3.05E+07,86514.50591,3.06E+07,3.04E+07,6.09E+07,3.05E+07,122317.4523,3.06E+07,3.04E+07,0,0,0,0,0,0,0,0,0,24,8,0.03282,0.01094,242,242,242,0,0,0,0,0,0,0,0,0,0,0,302.5,242,242,0,0,0,0,0,0,3,726,1,242,-1,-1,3,0,0,0,0,0,3.05E+07,86514.50591,3.06E+07,3.04E+07,No Label
192.168.11.29-255.255.255.255-17500-17500-17,192.168.11.29,17500,255.255.255.255,17500,17,7/9/2018 17:33,90058995,3,1,402,134,134,134,134,0,134,134,134,0,5.95165,0.04442,3.00E+07,712.88639,3.00E+07,3.00E+07,6.00E+07,3.00E+07,53.74012,3.00E+07,3.00E+07,0,0,0,0,0,0,0,0,0,24,8,0.03331,0.0111,134,134,134,0,0,0,0,0,0,0,0,0,0,0,167.5,134,134,0,0,0,0,0,0,3,402,1,134,-1,-1,3,0,0,0,0,0,3.00E+07,712.88639,3.00E+07,3.00E+07,No Label
192.168.255.255-192.168.11.29-17500-17500-17,192.168.11.29,17500,192.168.255.255,17500,17,7/9/2018 17:33,90059372,3,1,402,134,134,134,134,0,134,134,134,0,5.95163,0.04442,3.00E+07,959.81109,3.00E+07,3.00E+07,6.00E+07,3.00E+07,401.63665,3.00E+07,3.00E+07,0,0,0,0,0,0,0,0,0,24,8,0.03331,0.0111,134,134,134,0,0,0,0,0,0,0,0,0,0,0,167.5,134,134,0,0,0,0,0,0,3,402,1,134,-1,-1,3,0,0,0,0,0,3.00E+07,959.81109,3.00E+07,3.00E+07,No Label
192.168.28.35-255.255.255.255-58447-1947-17,192.168.28.35,58447,255.255.255.255,1947,17,7/9/2018 17:33,80577831,2,1,80,40,40,40,40,0,40,40,40,0,1.48924,0.03723,4.03E+07,276257.427,4.05E+07,4.01E+07,4.05E+07,4.05E+07,0,4.05E+07,4.05E+07,0,0,0,0,0,0,0,0,0,16,8,0.02482,0.01241,40,40,40,0,0,0,0,0,0,0,0,0,0,0,53.33333,40,40,0,0,0,0,0,0,2,80,1,40,-1,-1,2,0,0,0,0,0,4.03E+07,276257.427,4.05E+07,4.01E+07,No Label
192.168.10.20-209.85.200.188-56679-5228-6,192.168.10.20,56679,209.85.200.188,5228,6,7/9/2018 17:33,90083437,2,4,2,1,1,1,1,0,1,0,0.25,0.5,0.0333,0.0666,1.80E+07,2.46E+07,4.50E+07,25463,4.50E+07,4.50E+07,0,4.50E+07,4.50E+07,9.01E+07,3.00E+07,2.60E+07,4.50E+07,31505,0,0,0,0,40,116,0.0222,0.0444,0,1,0.57143,0.53452,0.28571,0,0,0,0,1,0,0,0,2,0.66667,1,0.25,0,0,0,0,0,0,2,2,4,1,-1,246,2,0,28513.5,4230.61987,31505,25522,4.50E+07,51.6188,4.50E+07,4.50E+07,No Label
192.168.255.255-192.168.28.35-1947-58447-17,192.168.28.35,58447,192.168.255.255,1947,17,7/9/2018 17:33,80577532,2,1,80,40,40,40,40,0,40,40,40,0,1.48925,0.03723,4.03E+07,276355.7149,4.05E+07,4.01E+07,4.05E+07,4.05E+07,0,4.05E+07,4.05E+07,0,0,0,0,0,0,0,0,0,16,8,0.02482,0.01241,40,40,40,0,0,0,0,0,0,0,0,0,0,0,53.33333,40,40,0,0,0,0,0,0,2,80,1,40,-1,-1,2,0,0,0,0,0,4.03E+07,276355.7149,4.05E+07,4.01E+07,No Label
192.168.255.255-192.168.17.16-137-137-17,192.168.17.16,137,192.168.255.255,137,17,7/9/2018 17:33,62909595,11,1,550,50,50,50,50,0,50,50,50,0,9.5375,0.19075,5719054.091,1.22E+07,4.14E+07,745108,6.22E+07,6216039.6,1.28E+07,4.14E+07,745108,0,0,0,0,0,0,0,0,0,88,8,0.17485,0.0159,50,50,50,0,0,0,0,0,0,0,0,0,0,0,54.16667,50,50,0,0,0,0,0,0,11,550,1,50,-1,-1,11,0,1499558.667,464.28583,1500058,1499140,1.90E+07,1.96E+07,4.14E+07,5124003,No Label
192.168.24.18-224.0.0.251-5353-5353-17,192.168.24.18,5353,224.0.0.251,5353,17,7/9/2018 17:32,96499714,1,1,168,168,168,168,168,0,168,168,168,0,3.48188,0.02073,9.65E+07,0,9.65E+07,9.65E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.01036,0.01036,168,168,168,0,0,0,0,0,0,0,0,0,0,1,252,168,168,0,0,0,0,0,0,1,168,1,168,-1,-1,1,0,0,0,0,0,9.65E+07,0,9.65E+07,9.65E+07,No Label
172.217.0.110-192.168.10.20-443-53882-6,192.168.10.20,53882,172.217.0.110,443,6,7/9/2018 17:35,63002374,6,6,781,229,564,0,130.16667,229.38737,160,0,38.16667,65.7584,16.03114,0.19047,5727488.545,1.41E+07,4.50E+07,331,6.30E+07,1.26E+07,1.97E+07,4.50E+07,576,4.50E+07,9002854.6,2.01E+07,4.50E+07,1066,0,0,0,0,120,156,0.09523,0.09523,0,564,77.69231,162.44096,26387.0641,0,1,0,0,0,0,0,0,1,84.16667,130.16667,38.16667,0,0,0,0,0,0,6,781,6,229,-1,246,3,0,53346,0,53346,53346,4.50E+07,0,4.50E+07,4.50E+07,No Label
192.168.10.20-52.165.171.165-56646-443-6,192.168.10.20,56646,52.165.171.165,443,6,7/9/2018 17:34,71981,1,2,0,198,0,0,0,0,125,73,99,36.76955,2750.72589,41.67766,35990.5,6453.76359,40554,31427,0,0,0,0,0,31427,31427,0,31427,31427,0,1,0,0,20,40,13.89255,27.78511,0,125,67.75,51.38985,2640.91667,0,0,0,1,1,0,0,0,2,90.33333,0,99,0,0,0,0,0,0,1,0,2,198,-1,7827,0,0,0,0,0,0,0,0,0,0,No Label
0.31.51.51-3.0.3.1-0-0-0,0.31.51.51,0,3.0.3.1,0,0,7/9/2018 17:34,119456816,239,1,0,0,0,0,0,0,0,0,0,0,0,2.00909,499819.3138,204553.9134,749824,250452,1.19E+08,500807.4874,204412.544,749824,250452,0,0,0,0,0,0,0,0,0,0,0,2.00072,0.00837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.27.31-239.255.255.250-50994-1900-17,192.168.27.31,50994,239.255.255.250,1900,17,7/9/2018 17:34,117545232,35,1,3395,97,97,97,97,0,97,97,97,0,29.70771,0.30627,3358435.2,489281.4519,4026684,3008879,1.14E+08,3338800.5,482440.2935,4026684,3008879,0,0,0,0,0,0,0,0,0,280,8,0.29776,0.00851,97,97,97,0,0,0,0,0,0,0,0,0,0,0,99.69444,97,97,0,0,0,0,0,0,35,3395,1,97,-1,-1,35,0,0,0,0,0,0,0,0,0,No Label
192.168.255.255-192.168.20.21-137-137-17,192.168.20.21,137,192.168.255.255,137,17,7/9/2018 17:34,117102241,32,1,1600,50,50,50,50,0,50,50,50,0,14.09025,0.28181,3659445.031,6091033.876,2.29E+07,749116,1.16E+08,3753310.677,6168147.292,2.29E+07,749116,0,0,0,0,0,0,0,0,0,256,8,0.27327,0.00854,50,50,50,0,0,0,0,0,0,0,0,0,0,0,51.51515,50,50,0,0,0,0,0,0,32,1600,1,50,-1,-1,32,0,7574578,1.22E+07,2.58E+07,1499170,1.83E+07,5892325.323,2.29E+07,1.06E+07,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,7/9/2018 17:34,115789352,82,1,0,0,0,0,0,0,0,0,0,0,0,0.71682,1412065.268,1530615.126,8270262,0,1.12E+08,1377309.84,1507241.932,8270262,0,0,0,0,0,0,0,0,0,0,0,0,0.70818,0.00864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,1,0,-1,-1,0,0,1.06E+08,0,1.06E+08,1.06E+08,8270262,0,8270262,8270262,No Label
192.168.11.28-255.255.255.255-17500-17500-17,192.168.11.28,17500,255.255.255.255,17500,17,7/9/2018 17:34,90270394,3,1,834,278,278,278,278,0,278,278,278,0,12.31855,0.04431,3.01E+07,25890.86936,3.01E+07,3.01E+07,6.02E+07,3.01E+07,31137.44711,3.01E+07,3.01E+07,0,0,0,0,0,0,0,0,0,24,8,0.03323,0.01108,278,278,278,0,0,0,0,0,0,0,0,0,0,0,347.5,278,278,0,0,0,0,0,0,3,834,1,278,-1,-1,3,0,0,0,0,0,3.01E+07,25890.86936,3.01E+07,3.01E+07,No Label
192.168.255.255-192.168.11.28-17500-17500-17,192.168.11.28,17500,192.168.255.255,17500,17,7/9/2018 17:34,90270351,3,1,834,278,278,278,278,0,278,278,278,0,12.31855,0.04431,3.01E+07,25877.40472,3.01E+07,3.01E+07,6.02E+07,3.01E+07,31084.4141,3.01E+07,3.01E+07,0,0,0,0,0,0,0,0,0,24,8,0.03323,0.01108,278,278,278,0,0,0,0,0,0,0,0,0,0,0,347.5,278,278,0,0,0,0,0,0,3,834,1,278,-1,-1,3,0,0,0,0,0,3.01E+07,25877.40472,3.01E+07,3.01E+07,No Label
192.168.39.21-255.255.255.255-17500-17500-17,192.168.39.21,17500,255.255.255.255,17500,17,7/9/2018 17:34,98200376,31,1,4686,146,156,146,151.16129,5.08001,146,146,146,0,49.20551,0.32586,3167754.065,6902998.562,2.24E+07,0,9.82E+07,3273263.8,6995537.078,2.24E+07,0,0,0,0,0,0,0,0,0,0,248,8,0.31568,0.01018,146,156,150.84848,5.07519,25.75758,0,0,0,0,0,0,0,0,0,155.5625,151.16129,146,0,0,0,0,0,0,31,4686,1,146,-1,-1,31,0,4499.28571,2298.46447,8710,2464,1.40E+07,7789591.118,2.24E+07,7685790,No Label
192.168.255.255-192.168.39.21-17500-17500-17,192.168.39.21,17500,192.168.255.255,17500,17,7/9/2018 17:34,98197768,7,1,1062,146,156,146,151.71429,5.34522,146,146,146,0,12.30171,0.08147,1.40E+07,7790793.55,2.24E+07,7692471,9.03E+07,1.50E+07,8010710.888,2.24E+07,7692471,0,0,0,0,0,0,0,0,0,56,8,0.07128,0.01018,146,156,150.44444,5.27046,27.77778,0,0,0,0,0,0,0,0,0,169.25,151.71429,146,0,0,0,0,0,0,7,1062,1,146,-1,-1,7,0,0,0,0,0,1.40E+07,7790793.55,2.24E+07,7692471,No Label
192.168.255.255-192.168.22.10-1534-1534-17,192.168.22.10,1534,192.168.255.255,1534,17,7/9/2018 17:34,105005064,7,1,56,8,8,8,8,0,8,8,8,0,0.60949,0.07619,1.50E+07,109.84665,1.50E+07,1.50E+07,9.00E+07,1.50E+07,104.20493,1.50E+07,1.50E+07,0,0,0,0,0,0,0,0,0,56,8,0.06666,0.00952,8,8,8,0,0,0,0,0,0,0,0,0,0,0,9,8,8,0,0,0,0,0,0,7,56,1,8,-1,-1,7,0,0,0,0,0,1.50E+07,109.84665,1.50E+07,1.50E+07,No Label
192.168.255.255-192.168.9.22-17500-17500-17,192.168.9.22,17500,192.168.255.255,17500,17,7/9/2018 17:34,91137540,3,1,726,242,242,242,242,0,242,242,242,0,10.62131,0.04389,3.04E+07,57600.04282,3.04E+07,3.03E+07,6.08E+07,3.04E+07,81050.70058,3.04E+07,3.03E+07,0,0,0,0,0,0,0,0,0,24,8,0.03292,0.01097,242,242,242,0,0,0,0,0,0,0,0,0,0,0,302.5,242,242,0,0,0,0,0,0,3,726,1,242,-1,-1,3,0,0,0,0,0,3.04E+07,57600.04282,3.04E+07,3.03E+07,No Label
192.168.11.29-255.255.255.255-17500-17500-17,192.168.11.29,17500,255.255.255.255,17500,17,7/9/2018 17:35,90059129,3,1,402,134,134,134,134,0,134,134,134,0,5.95165,0.04442,3.00E+07,1273.64843,3.00E+07,3.00E+07,6.00E+07,3.00E+07,1049.34646,3.00E+07,3.00E+07,0,0,0,0,0,0,0,0,0,24,8,0.03331,0.0111,134,134,134,0,0,0,0,0,0,0,0,0,0,0,167.5,134,134,0,0,0,0,0,0,3,402,1,134,-1,-1,3,0,0,0,0,0,3.00E+07,1273.64843,3.00E+07,3.00E+07,No Label
